GroupCode,UserId,ProbeBudget,AkonaHabitat,AkonaYN,EolaniH,EolaniYN,Jakala-TayH,Jakala-TayYN,KaylidH,KaylidYN,SylcariH,SylcariYN,WroftH,WroftYN,YNScore,SubmitYN
jennifer_squires201704,YZOb9csyYaQAUMH5slSNKpqfw7T2,158855000,     ,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
LJ201701,ZG602yQPLLaViJLNyMEzZt47FXA3,153759000,MERCURY,0,PLUTO,0,TITAN,0,PHOBOS,0,NEPTUNE,1,GANYMEDE,0,1,1
AL201703,bITa6pPCfVV0Bvn8VRliGrB5q763,153017000,PLUTO,0,     ,0,     ,0,MARS,1,EARTH,0,     ,0,1,1
christine2017,bm3vR1zKViMdLhmcWvA1NYz6nAz1,149070000,TITAN,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
megan_kritzer201703,cK4V5VNXTEai8V3hswKOP7gwlBW2,147565000,     ,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
karen_rainey201703,ckLCX0FrXsS7hv3C7OeKNyoHcoi1,151044000,     ,0,     ,0,     ,0,MARS,1,     ,0,     ,0,1,1
christine2017,dEcmcq9JaZVCPgFTmOnFJMd4D7i2,156725000,PLUTO,0,VENUS,0,MERCURY,0,     ,0,     ,0,TITAN,1,1,1
megan_kritzer201702,dZidPuQVzgTWAaZ3CMvhgkjR9B33,157848000,PLUTO,0,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
ML201702,dcY8DF5mfYb71yA40wtmHeRPMFW2,150768000,PLUTO,0,MARS,0,VENUS,1,MERCURY,0,EUROPA,0,SATURN,0,1,1
LJ201701,dincViNKniXBFZC8jJHj9o5SGeD2,160000000,     ,0,     ,0,     ,0,MARS,1,     ,0,     ,0,1,1
Eric201706,es8qFFK7SiSZl9Bzsbh1AMoyBy92,153448000,PLUTO,0,     ,0,IO,1,     ,0,     ,0,SATURN,0,1,1
micheal2017,fBRC1moM66O3ldxmNDdRyn3h7Pi2,156217000,JUPITER,0,MARS,0,MOON,0,EARTH,0,TITAN,0,NEPTUNE,0,1,1
megan_kritzer201701,gN4oAMKulAbPoDE8Cs32IoYJKq72,159533000,     ,0,     ,0,     ,0,MOON,0,     ,0,     ,0,1,1
courtney_boyd201704,gYPOE1IS1IPu02TBMJvwIh1kJ3b2,156230000,TRITON,0,     ,0,IO,1,MERCURY,0,     ,0,     ,0,1,1
teachera2017,ge8y2pqnKkMCtdXYgMwxakX41253,139259000,     ,0,GANYMEDE,1,     ,0,MERCURY,0,     ,0,     ,0,1,1
CM201702,go7XNhvHMYYJI1nlQPmBh1V3bbL2,153170000,URANUS,0,GANYMEDE,1,PHOBOS,0,     ,0,     ,0,     ,0,1,1
micheal2017,hiUs4iC5kyUbgGa3W1yypU1wDE42,151812000,PLUTO,0,NEPTUNE,0,TRITON,0,     ,0,     ,0,VENUS,1,1,1
ML201702,iER9Njl1SURTTnRytKV755wP7un1,151080000,PLUTO,0,MARS,0,IO,1,MERCURY,0,EUROPA,0,SATURN,0,1,1
micheal2017,iwdRh4iEmKgPeYOXXoTD5URisuf2,155845000,PLUTO,0,EARTH,0,IO,1,EARTH,0,EARTH,0,     ,0,1,1
EM201705,jIJlxHOkOQXFTafbl6aCFWhWy4r2,139791000,PLUTO,0,MARS,0,GANYMEDE,0,VENUS,1,EARTH,0,     ,0,1,1
megan_kritzer201705,jOu9zAXxacOURh3qGKIzimDQKm92,155120000,     ,0,     ,0,IO,1,     ,0,     ,0,     ,0,1,1
LJ201701,kWiQ7ivzgHUQsyXEgaV8Ik1NKox1,160000000,     ,0,     ,0,MARS,0,     ,0,SUN,0,VENUS,1,1,1
CL201701,ksE8gesMnIfHDP3cWaiARIQxtpl2,155471000,PLUTO,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
megan_kritzer201705,lQ48trglJxNuE7wtNvVet4IR4vK2,156536000,     ,0,     ,0,     ,0,     ,0,     ,0,URANUS,0,1,1
christine2017,mD6ex2fXjZOvan1iuyvijRaYLjk1,155153000,     ,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
micheal2017,mQrLSox9dPVBeTIdN96boPJG0PJ2,153935000,TRITON,0,MARS,0,IO,1,     ,0,EUROPA,0,     ,0,1,1
JF201701,n4SdOknklQhP6CIHUrCGeSNbgJJ3,146930000,     ,0,     ,0,GANYMEDE,0,     ,0,EUROPA,0,VENUS,1,1,1
carolina_carner201705,nLD1418d18MG9fRE1GbmLu5hBJW2,147898000,     ,0,     ,0,     ,0,     ,0,     ,0,TITAN,1,1,1
courtney_boyd201703,nZ74x0jCyVcpwUiGmikkaT84gXy1,156976000,     ,0,     ,0,VENUS,1,     ,0,     ,0,     ,0,1,1
ken_carson201701,nfvEQB00q5cirg3TP5jZBYExkFD2,150926000,     ,0,     ,0,     ,0,     ,0,     ,0,EARTH,0,1,1
megan_kritzer201702,nvYtJkwUxeMswjlOjYPTh4f78622,156289000,CHARON,1,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
rebecca_crossley201705,nwSeaBLsUyPvtbKANj0VKREqLR22,154502000,MOON,0,     ,0,     ,0,     ,0,     ,0,PLUTO,0,1,1
megan_kritzer201702,pDpRgZNbdMVJ3FgHEkuksr0qiEf1,147610000,     ,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
ML201702,pRTUXGSD9AaikEaYbx5kg4B9Sew1,158238000,PLUTO,0,EARTH,0,EARTH,0,EUROPA,0,GANYMEDE,0,VENUS,1,1,1
courtney_boyd201703,paKbJSVLpGSJnwI5mbH8GKRNEou1,154096000,     ,0,     ,0,     ,0,     ,0,     ,0,TITAN,1,1,1
megan_kritzer201703,pdWjMjgI65Vp7Tuq5I6Z0RpssCF3,155249000,     ,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
ML201703,pfJT4xD3MtUpNYNugCIE8kGBbuW2,155667000,     ,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
megan_kritzer201703,pk0Eio4bvrMPqkhbZ3c0MrRI6co1,150413000,CHARON,1,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
jennifer_squires201704,pwyvw7ZDOaR3S6ppaQwvf27tZwV2,154512000,     ,0,GANYMEDE,1,     ,0,     ,0,     ,0,     ,0,1,1
michael_bedford201702,qVde3KBHwsdMiqNuMw3fFKhlPtE3,123425000,     ,0,     ,0,IO,1,     ,0,     ,0,     ,0,1,1
CM201704,qfqZ4oNnyCXZ2tSYpGmfsCdynFm2,156504000,CHARON,1,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
michael_bedford201701,rWzo0oZnk1eUUFBjkirFCiDoxnM2,124772000,     ,0,     ,0,VENUS,1,     ,0,TRITON,0,     ,0,1,1
megan_kritzer201703,rdQkOmZtlEcaeGfrfJexgT60EOX2,157888000,PLUTO,0,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
christine2017,s0BHFFwrtUfjLqIipAEDulddDTF3,154315000,     ,0,     ,0,     ,0,MARS,1,     ,0,     ,0,1,1
megan_kritzer201704,s5Q3rarLnyMUTQfIfwCBguTgmbu2,151427000,     ,0,MOON,0,     ,0,     ,0,     ,0,     ,0,1,1
megan_kritzer201703,sIadkrg4qINjFiqGZPNjD1be7fD3,150956000,CHARON,1,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
courtney_boyd201702,saKxjUfVBVSjgCNKIa4BC4uaIDo1,140838000,     ,0,     ,0,VENUS,1,     ,0,     ,0,     ,0,1,1
ML201702,sykh8YklwMSTAlpkcxheGHlbNZm2,151909000,PLUTO,0,MERCURY,0,MARS,0,CHARON,0,IO,0,VENUS,1,1,1
rebecca_crossley201703,tTsASdqnm6MDGSeXGNhomPn4qKi1,160000000,PLUTO,0,MARS,0,     ,0,VENUS,1,     ,0,     ,0,1,1
ML201702,twoefcKzH8YYeBH5k7MqgyFGOSf2,159150000,CHARON,1,MARS,0,TITAN,0,MERCURY,0,EUROPA,0,SATURN,0,1,1
megan_kritzer201704,uPurnsYJDUOJeSfanEMi0ZYtQxD2,158608000,     ,0,     ,0,     ,0,MERCURY,0,     ,0,     ,0,1,1
karen_rainey201705,uQ9OhFA6cbatqmGLHw4gr3XFJw03,133938000,     ,0,     ,0,VENUS,1,     ,0,     ,0,     ,0,1,1
teachera2017,uynPsg45fjgebxrr1YaUqMsCv0I3,151262000,     ,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
megan_kritzer201703,v5EiDC5BMNXCdNI2vawB6rtvefz1,150553000,CHARON,1,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
ML201702,vTA8td2njaZHM5VgbHWVB00wfsu1,147379000,PLUTO,0,MARS,0,VENUS,1,MERCURY,0,EUROPA,0,SATURN,0,1,1
christine2017,vTXqRJN8DHaG6a1KGO2iRrubTnw2,157510000,TITAN,0,     ,0,     ,0,     ,0,     ,0,VENUS,1,1,1
AL201702,vlUjdLjDq2Ug9eGapkcJNVaxBLx2,144767000,     ,0,     ,0,MARS,0,     ,0,     ,0,TITAN,1,1,1
teachera2017,w70OZlxjPtMDeXM9yXl0DTE4ClA2,157853000,     ,0,GANYMEDE,1,     ,0,     ,0,     ,0,     ,0,1,1
megan_kritzer201701,xJKKYVlOPaeEhXb1HUtqIqVXqBF2,156395000,     ,0,     ,0,     ,0,MOON,0,     ,0,     ,0,1,1
megan_kritzer201702,xVxweOihqoai4yzlnXdpvDRhUCP2,149529000,     ,0,     ,0,     ,0,MOON,0,     ,0,     ,0,1,1
LB201705,xsXyFovBImNIixBkWFrBcKvRFjL2,157412000,     ,0,     ,0,IO,1,     ,0,     ,0,EUROPA,0,1,1
michael_bedford201701,yD8EMHOCxBhZ7pi6kLkPq9BOdF83,147418000,     ,0,     ,0,VENUS,1,     ,0,     ,0,     ,0,1,1
courtney_boyd201703,z6qoupJJ50hOcGjrZpINIosSo2F3,147323000,CHARON,1,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
CM201703,zVVnHyNqQpQjaVJGYfMBVQM9yUt1,148379000,     ,0,     ,0,     ,0,     ,0,MARS,1,     ,0,1,1
megan_kritzer201702,zpJNPRLsegUbAhBoHsNh04hXGjS2,155589000,TRITON,0,     ,0,     ,0,     ,0,     ,0,     ,0,1,1
courtney_boyd201705,00Iypjs64pYN8YSK6eqSC5OK3FR2,154822000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,01bor28Ne7P8fDdM1k5KcBwPc563,159779000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201704,01lmPEnXV4aWxE72MDHVafC24aA2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201705,034zo2kp9XO5Ri1mdGDvkKjPyfu2,158794000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,09BeHiSCDYN4AdfTfC2nPJAXwBi1,159415000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,0BV6bDeDbBetY11gg4bql2Yd4132,158770000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201702,0G6DO9BAWrNgxPs5wRrA0SnIgdh1,158084000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201704,0GfujMbo2Bgz6FGuJFrJx7odeIM2,153792000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201704,0GkeCAYuQ0UZq7duQYhFOrTIk3u1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,0I6fJpVSesaFJqbAVsyGxMfaXC73,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teachera2017,0ISXI6cLNoeHxOgwuSPmNBnmdgk1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,0JOtNgEeowZOpv6fe7nN24aNXNx2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201704,0MQpwUU2C1Twz2DZKMEhaczClND2,151202000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,0MuukQFsivM1jKI8fid59CcFnyd2,158730000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201704,0OgQ0EO9u5TZiV8OglA2ThS5YFv2,154292000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201703,0PanysA02ASvlg5MhT0ABdYMbT92,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201705,0T1WfstaU9cnrGcRu95h2AFJorG2,150184000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,0UBthlZrLdPPQX1Rh4Qaczh0DOF2,159335000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201702,0Z7Xp551KpR91cflZheZaGhncIp2,154265000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201701,0abpfxfVOkgh3L2HoayVitxHqJe2,158814000,     ,0,JUPITER,0,     ,0,     ,0,     ,0,     ,0,0,1
CL201703,0b50r1EEgjSTiB7YsKoMx9fv37W2,150255000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,0bUr4kgeuZYH5gFSY13BRccED373,150292000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201702,0cLmtIOZTBhWrnZbmADDico0OyI2,159610000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201702,0cXaPCNShNZ4WYbAS1WZd40Tdxi2,156355000,MARS,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
CL201705,0ciyoLCyuBVVUkV7noK4J4sAwam1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,0evHCjEENdadqan8jF47lKv9Svm1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,0g3c3EfNbje9cy2PHFMUUUtdKA93,146900000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201705,0hpY94WuyFeMCNKzmHoeT3Vaaq82,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,0hznf6YVY7RYtp0ATw1vQmBg1uo1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,0iE9zJ3M1RUePmIuD0jBNR7thpu1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201706,0iJ9LqbRosQhizIDUeD2oqW5DlH2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201702,0iU6zocQvWNnYFatNQSfQcqABRS2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201702,0jJ26a9Oa6UHSP30va60ozoYx8G2,160000000,     ,0,     ,0,     ,0,MERCURY,0,     ,0,     ,0,0,1
karen_rainey201701,0lY4KmZJ42eBIIaFf1LrJsrAmlO2,155686000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201701,0mCeODeHHjfacleXWK7JWyXtOvB3,154391000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,0nYfzXtfiNRSv9eSsEooklRB7BX2,157207000,     ,0,EUROPA,0,     ,0,     ,0,     ,0,     ,0,0,1
CM201703,0owpv3yEcXaZXMcxuIgFPVJscgV2,155884000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201705,0pafcnGsVoeFcd899ka7FIqeecB3,151690000,     ,0,     ,0,     ,0,     ,0,     ,0,MARS,0,0,1
christine2017,0sQuOyGgC0WgnAOzi3V4kxsdjOx1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201704,0tcDSuNqCobotkGTguYBNtiu46Q2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201702,0tcioa1TQzgadLc1HeCmnYw3Ty82,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201702,0wH5HGsXcXWSnUX9p8IVnB6hnYk1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201701,0zXW3Nhmf7SmgYHfSjsDAGr59F22,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,18yoCGsmyIP8xL4TvXg4WlK3jcj1,139763000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201702,19q2qSVng8cYTl6L2ymAYTeJy9n2,158753000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201703,1B10rd6MYPU6YfRmK6BMePzSSjz1,148081000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201703,1BPQk988zKVk1tpwEKHJ18R4cHY2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,1HXsUn4CjeapFsIqj6IUtAROYai2,155094000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201704,1IYeARi7XcNPkbAW7lTerlCPegz2,156285000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,1JZLs45srqen8bah1CzrTztodoJ2,155522000,MARS,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
Eric201701,1KxwJajs7VYReBBUs8KOxOxe8z42,158850000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201704,1NrI78U28Jax6jooxVLIWpukeR33,156447000,PLUTO,0,MOON,0,     ,0,     ,0,     ,0,     ,0,0,1
teachera2017,1PLWKE5tViX6az8ve6uzlLXHUx73,154246000,     ,0,     ,0,     ,0,MERCURY,0,     ,0,     ,0,0,1
rebecca_crossley201704,1Pu4PJfmLDOgHS2ZYOqaYeBreZ62,156318000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201704,1QC1LbaCp3a0yS4QSpkJ7SLxQC82,155156000,     ,0,     ,0,     ,0,     ,0,EUROPA,0,     ,0,0,1
ML201705,1QC6H3wyZPUvxN4IHbr2NUTuvSN2,157308000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201701,1Qo8WtAbdsR0BRJaopQRFHgdOjC3,158970000,MARS,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
christine2017,1S0NNcZTzwZFc8rvNuKxVlWoSPe2,160000000,TRITON,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
michael_bedford201702,1UKe8EvVrIcAn4O5BAxbbDqPFwE3,145825000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,1WPqmGCnUuXYDbHHyW0gmnt99ZI2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201704,1WgeSgWYfhZbp6OjN75qHmS5Sf52,158238000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201703,1Y7UmUNHFfYALk2qCII3hcZinXM2,130790000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,1aFbbPJ4awXLERYyFOVmdVK5nZo1,153467000,EARTH,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
michael_bedford201702,1amw9LTR9Bgjee2KrEfASUFeOef2,139275000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201703,1cz21N4wVbOD3rPOTvfAOSjYnJr1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201703,1di6xZYRWqXi9xuDpwINyJf0HhH3,156382000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,1fE3KaRi6PWslaCHi2ULtRLGM0V2,154519000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,1gqNOfNw53Qw1Vvq4Uib5zchwz22,158534000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201704,1i8Rxysn1XXN3Ylt5c557OSNfM53,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201702,1j7ttEm8h0cFW3taUbzOhunonb13,154595000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201701,1jxwN79prjVfQ80r7pDLXCpYGTl2,149384000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201702,1lBvXNHxszQ4NCty84cUTiEru2v2,156717000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201704,1pc4a1WjuHOFG5hurJLGwySRuno2,149578000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201705,1qS7ItZ6AHfIzmO9ywgJDL2JjmE3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201704,1qbQQAO7sbRURHMNyqMyegGhRrR2,108656000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201703,1tN82UtkEZMpVCyx0bnKvIDpLbF2,157547000,EUROPA,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
tammy_wong201702,1tZF55jquZOWc4BNrQBH12aZQdU2,130259000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201703,1uq2OzEeDLSxE2UcorGphpzBSoH2,156552000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201702,1vSc8QwnjXZb7SUQISpx9BJvLsl2,147821000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201701,20ZQirxzwkQFtnF0lvklrJjCW063,158895000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201701,20o4quCAOcT8A39rqEX93j3mj0y2,158373000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201703,21HgXjbbRKgjMXyJdb1e94sT7w42,150849000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201705,26JgtlWV28eAPfJxQzENf8kkj973,154052000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201703,28IZd4kk5nbw36w8HHBcRbnm5zu1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201701,29xoeXSjUFZHP3QAg50ZM3jNfl03,137825000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201705,2BV6kvcu3wQMgPUxABuT4jATQh63,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,2CaM3CsagJaXzYvMb5z09KgTX8p2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201701,2CaQdeAtQSb6QTbmNifeCdc5PaF2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201705,2FN1giFVwuXlGzRs9bXVQnyYbnr1,158715000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201701,2GZONq29GORaUmBEBivA0UNL8Vk2,151836000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201702,2GvXpZvYmrQ7CnJTEueBJrrYrJ52,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,2IJ44kgR31eLAq8km7ZgXOgzhy53,146373000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201705,2IyUFddM1YMqFKYOkf3ytmp9m6u2,153916000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201701,2K1Yc52ZHQORJd9nHKo0YaEdhN32,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,2Lm79KaCPZfnCJfVnwePTP2uerD2,156850000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,2M7e0Zied2VynTC4RdwUlVHUBAL2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,2SXFikTxAQV1kKFPoZzzglBTHga2,158238000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,2Vu16D1vg0MURTDleKS8CO5mHQG3,141980000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201702,2bAP0j0vBoV86khNMgYJ2mChZlx1,159248000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,2f35RQi3psUz7bWfyAyqJQxx8s13,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,2ldV5EYkACeyLX5QdcGtNeoOv623,158149000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201705,2mSzntI7F6fzjkStOCJDJ9deHGa2,155326000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,2oifJkwzHVW9wmrSe68qFOSjVoY2,158434000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201701,2qUf9ax4cYWiihz4DbJ3cdx3cPA2,157643000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201704,2s21cHD2vagFJ5c0MOXlq88yZjx1,153681000,     ,0,     ,0,     ,0,     ,0,     ,0,GANYMEDE,0,0,1
JF201701,2s7q2lv8icWJ3bMc6fCyB1pkDWx2,151378000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,2szYhyUZXnSeLCvco3W3LvJn2882,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201703,2tLJPq32jyM82KAIQpuvq4u0DTf1,159515000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201703,2uSiol1szgMIgGOhMX4YBPXLEjP2,149649000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201703,2urDlKkkiabjo46rUk4VCDxrkKF3,152867000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherc2017,2wihPWDRjlgCiqDgXnwoSpvGI2U2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201702,2x9NgYbFjlMvK0emVQQ8WMKAnEp2,156776000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201705,32dstruIH7fXkJ2DWSBT4P16vky2,159245000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ken_carson201701,3317F2hE4DVcT6WKl3YtRwqq6Jh2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201701,33nRM119ZQapmrVxYPpCDE4FoBQ2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201703,3432EDes4HbhDVnjEjwFS7jel6g2,159100000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,34CmqxVZg9em6nIt396Efmjde5U2,157535000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201701,34D6BqDPWXd5YeVbRU55Ryjmumq2,146078000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201703,34KXZS6jCeXtTCAEJg4pJYhxV8k2,154344000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201705,35GjXSWz6uTYOY9zNHE25A9sPIf1,141734000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201705,35wwxtm6bCUslf6sUsYaO9tM0Zg1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201703,36C51pqcJWaTU6KYH8r3GCoVA5i1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
